"gene"	"adj.pval.sym_trt2"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa21308"	0.0243683499973402	"Mcavernosa21308"	"AFG1L_HUMAN^AFG1L_HUMAN^Q:42-443,H:74-472^33.98%ID^E:4e-67^RecName: Full=AFG1-like ATPase {ECO:0000312|HGNC:HGNC:16411};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`AFG1L_RAT^AFG1L_RAT^Q:42-449,H:74-477^34.29%ID^E:7e-67^RecName: Full=AFG1-like ATPase {ECO:0000312|RGD:1561501};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`AFG1L_MOUSE^AFG1L_MOUSE^Q:42-449,H:74-477^34.05%ID^E:1e-65^RecName: Full=AFG1-like ATPase {ECO:0000312|MGI:MGI:2148801};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa21308"	"1-2637[+]"	"AFG1L_HUMAN^AFG1L_HUMAN^Q:42-443,H:74-472^33.98%ID^E:4e-67^RecName: Full=AFG1-like ATPase {ECO:0000312|HGNC:HGNC:16411};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`AFG1L_RAT^AFG1L_RAT^Q:42-449,H:74-477^34.29%ID^E:7e-67^RecName: Full=AFG1-like ATPase {ECO:0000312|RGD:1561501};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`AFG1L_MOUSE^AFG1L_MOUSE^Q:42-449,H:74-477^34.05%ID^E:1e-65^RecName: Full=AFG1-like ATPase {ECO:0000312|MGI:MGI:2148801};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF03969.15^AFG1_ATPase^AFG1-like ATPase^46-380^E:1.3e-74"	"."	"."	"COG1485^AFG1 family ATPase"	"KEGG:hsa:246269`KO:K18798"	"GO:0031966^cellular_component^mitochondrial membrane`GO:0005739^cellular_component^mitochondrion`GO:0005524^molecular_function^ATP binding`GO:0016787^molecular_function^hydrolase activity`GO:0006123^biological_process^mitochondrial electron transport, cytochrome c to oxygen`GO:0035694^biological_process^mitochondrial protein catabolic process`GO:0007005^biological_process^mitochondrion organization"	"GO:0005524^molecular_function^ATP binding"	"."	"."	"Sc0000516"	215251	222198
"Mcavernosa28508"	0.0258924698965734	"Mcavernosa28508"	"TBC31_XENLA^TBC31_XENLA^Q:1-277,H:122-486^46.99%ID^E:4e-94^RecName: Full=TBC1 domain family member 31;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`TBC31_XENTR^TBC31_XENTR^Q:1-277,H:122-486^45.78%ID^E:5e-90^RecName: Full=TBC1 domain family member 31;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`TBC31_HUMAN^TBC31_HUMAN^Q:1-277,H:122-478^44.01%ID^E:2e-86^RecName: Full=TBC1 domain family member 31;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa28508"	"1-861[+]"	"TBC31_XENLA^TBC31_XENLA^Q:1-277,H:122-486^46.99%ID^E:4e-94^RecName: Full=TBC1 domain family member 31;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`TBC31_XENTR^TBC31_XENTR^Q:1-277,H:122-486^45.78%ID^E:5e-90^RecName: Full=TBC1 domain family member 31;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`TBC31_HUMAN^TBC31_HUMAN^Q:1-277,H:122-478^44.01%ID^E:2e-86^RecName: Full=TBC1 domain family member 31;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00400.31^WD40^WD domain, G-beta repeat^2-32^E:0.097"	"."	"."	"."	"KEGG:xla:446700"	"."	"GO:0005515^molecular_function^protein binding"	"."	"."	"Sc0000188"	236229	242245
"Mcavernosa11924"	0.0266571386299515	"Mcavernosa11924"	"GOLI4_XENTR^GOLI4_XENTR^Q:1-260,H:5-275^31.87%ID^E:3e-28^RecName: Full=Golgi integral membrane protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`GOLI4_HUMAN^GOLI4_HUMAN^Q:1-182,H:5-186^35.16%ID^E:7e-27^RecName: Full=Golgi integral membrane protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`GOLI4_RAT^GOLI4_RAT^Q:1-196,H:5-207^33.5%ID^E:2e-26^RecName: Full=Golgi integral membrane protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"Mcavernosa11924"	"1-3498[+]"	"GOLI4_XENTR^GOLI4_XENTR^Q:1-260,H:5-275^31.87%ID^E:3e-28^RecName: Full=Golgi integral membrane protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`GOLI4_HUMAN^GOLI4_HUMAN^Q:1-182,H:5-186^35.16%ID^E:7e-27^RecName: Full=Golgi integral membrane protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`GOLI4_RAT^GOLI4_RAT^Q:1-196,H:5-207^33.5%ID^E:2e-26^RecName: Full=Golgi integral membrane protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"."	"ExpAA=19.72^PredHel=1^Topology=i12-29o"	"."	"KEGG:xtr:780125"	"GO:0010008^cellular_component^endosome membrane`GO:0032580^cellular_component^Golgi cisterna membrane`GO:0016021^cellular_component^integral component of membrane"	"."	"."	"."	"Sc0000256"	135139	159526
"Mcavernosa01663"	0.0271334361811335	"Mcavernosa01663"	"RGPA1_MOUSE^RGPA1_MOUSE^Q:1-702,H:1-747^34.53%ID^E:2e-120^RecName: Full=Ral GTPase-activating protein subunit alpha-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`RGPA1_RAT^RGPA1_RAT^Q:1-702,H:1-747^33.67%ID^E:6e-120^RecName: Full=Ral GTPase-activating protein subunit alpha-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`RGPA2_HUMAN^RGPA2_HUMAN^Q:976-1544,H:894-1445^40.24%ID^E:6e-119^RecName: Full=Ral GTPase-activating protein subunit alpha-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`RGPA2_HUMAN^RGPA2_HUMAN^Q:1-659,H:1-676^34.7%ID^E:8e-115^RecName: Full=Ral GTPase-activating protein subunit alpha-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa01663"	"1-7492[+]"	"RGPA1_MOUSE^RGPA1_MOUSE^Q:1-702,H:1-747^34.53%ID^E:2e-120^RecName: Full=Ral GTPase-activating protein subunit alpha-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`RGPA1_RAT^RGPA1_RAT^Q:1-702,H:1-747^33.67%ID^E:6e-120^RecName: Full=Ral GTPase-activating protein subunit alpha-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`RGPA2_HUMAN^RGPA2_HUMAN^Q:976-1544,H:894-1445^40.24%ID^E:6e-119^RecName: Full=Ral GTPase-activating protein subunit alpha-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`RGPA2_HUMAN^RGPA2_HUMAN^Q:1-659,H:1-676^34.7%ID^E:8e-115^RecName: Full=Ral GTPase-activating protein subunit alpha-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"."	"."	"ENOG410XTIX^gtpase activating protein"	"KEGG:mmu:56784"	"GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0005096^molecular_function^GTPase activator activity`GO:0046982^molecular_function^protein heterodimerization activity`GO:0090630^biological_process^activation of GTPase activity`GO:0051056^biological_process^regulation of small GTPase mediated signal transduction`GO:0006355^biological_process^regulation of transcription, DNA-templated"	"."	"."	"."	"xfSc0000001"	883552	911363
"Mcavernosa15692"	0.0272836516323213	"Mcavernosa15692"	"."	"."	"Mcavernosa15692"	"1-540[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000394"	89275	101045
"Mcavernosa31208"	0.0276139303140491	"Mcavernosa31208"	"ANKF1_HUMAN^ANKF1_HUMAN^Q:302-849,H:139-650^36.27%ID^E:1e-97^RecName: Full=Ankyrin repeat and fibronectin type-III domain-containing protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa31208"	"1-5646[+]"	"ANKF1_HUMAN^ANKF1_HUMAN^Q:302-849,H:139-650^36.27%ID^E:1e-97^RecName: Full=Ankyrin repeat and fibronectin type-III domain-containing protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"."	"."	"ENOG410XNUA^ankyrin-repeat and fibronectin type III domain containing 1"	"KEGG:hsa:162282"	"."	"."	"."	"."	"Sc0000093"	204573	237795
"Mcavernosa20562"	0.0303103943424047	"Mcavernosa20562"	"ADDA_RAT^ADDA_RAT^Q:32-430,H:44-450^45.52%ID^E:1e-108^RecName: Full=Alpha-adducin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`ADDA_MOUSE^ADDA_MOUSE^Q:32-374,H:44-400^48.74%ID^E:9e-108^RecName: Full=Alpha-adducin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ADDA_HUMAN^ADDA_HUMAN^Q:32-430,H:44-450^45.19%ID^E:1e-107^RecName: Full=Alpha-adducin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa20562"	"1-1850[+]"	"ADDA_RAT^ADDA_RAT^Q:32-430,H:44-450^45.52%ID^E:1e-108^RecName: Full=Alpha-adducin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`ADDA_MOUSE^ADDA_MOUSE^Q:32-374,H:44-400^48.74%ID^E:9e-108^RecName: Full=Alpha-adducin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ADDA_HUMAN^ADDA_HUMAN^Q:32-430,H:44-450^45.19%ID^E:1e-107^RecName: Full=Alpha-adducin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00596.20^Aldolase_II^Class II Aldolase and Adducin N-terminal domain^123-304^E:8.8e-42"	"."	"."	"COG0235^Class II aldolase adducin"	"KEGG:rno:24170`KO:K18622"	"GO:0005856^cellular_component^cytoskeleton`GO:0030425^cellular_component^dendrite`GO:0043197^cellular_component^dendritic spine`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005886^cellular_component^plasma membrane`GO:0014069^cellular_component^postsynaptic density`GO:0045202^cellular_component^synapse`GO:0003779^molecular_function^actin binding`GO:0005516^molecular_function^calmodulin binding`GO:0042608^molecular_function^T cell receptor binding`GO:0071300^biological_process^cellular response to retinoic acid`GO:0007010^biological_process^cytoskeleton organization`GO:0006811^biological_process^ion transport`GO:0030837^biological_process^negative regulation of actin filament polymerization`GO:0045766^biological_process^positive regulation of angiogenesis`GO:0045807^biological_process^positive regulation of endocytosis"	"."	"."	"."	"xfSc0000039"	101323	110926
"Mcavernosa25788"	0.0322396563386801	"Mcavernosa25788"	"."	"."	"Mcavernosa25788"	"1-3890[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000858"	23331	30894
"Mcavernosa23232"	0.0348322291554943	"Mcavernosa23232"	"TF2AA_HUMAN^TF2AA_HUMAN^Q:269-335,H:310-376^73.13%ID^E:7e-28^RecName: Full=Transcription initiation factor IIA subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`TF2AA_PONAB^TF2AA_PONAB^Q:269-335,H:310-376^73.13%ID^E:7e-28^RecName: Full=Transcription initiation factor IIA subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`TF2AA_RAT^TF2AA_RAT^Q:269-335,H:311-377^73.13%ID^E:9e-28^RecName: Full=Transcription initiation factor IIA subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"Mcavernosa23232"	"1-2102[+]"	"TF2AA_HUMAN^TF2AA_HUMAN^Q:269-335,H:310-376^73.13%ID^E:7e-28^RecName: Full=Transcription initiation factor IIA subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`TF2AA_PONAB^TF2AA_PONAB^Q:269-335,H:310-376^73.13%ID^E:7e-28^RecName: Full=Transcription initiation factor IIA subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`TF2AA_RAT^TF2AA_RAT^Q:269-335,H:311-377^73.13%ID^E:9e-28^RecName: Full=Transcription initiation factor IIA subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"PF03153.12^TFIIA^Transcription factor IIA, alpha/beta subunit^20-207^E:3.8e-24`PF03153.12^TFIIA^Transcription factor IIA, alpha/beta subunit^224-335^E:1e-41"	"."	"."	"ENOG4111M8K^transcription factor IIA"	"KEGG:hsa:2957`KO:K03122"	"GO:0005829^cellular_component^cytosol`GO:0005654^cellular_component^nucleoplasm`GO:0005672^cellular_component^transcription factor TFIIA complex`GO:0005669^cellular_component^transcription factor TFIID complex`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0001103^molecular_function^RNA polymerase II repressing transcription factor binding`GO:0017025^molecular_function^TBP-class protein binding`GO:0003713^molecular_function^transcription coactivator activity`GO:0008134^molecular_function^transcription factor binding`GO:0006355^biological_process^regulation of transcription, DNA-templated`GO:0042795^biological_process^snRNA transcription by RNA polymerase II`GO:0006366^biological_process^transcription by RNA polymerase II`GO:0006367^biological_process^transcription initiation from RNA polymerase II promoter"	"GO:0006367^biological_process^transcription initiation from RNA polymerase II promoter`GO:0005672^cellular_component^transcription factor TFIIA complex"	"."	"."	"Sc0000722"	69867	80720
"Mcavernosa07349"	0.0361940087181763	"Mcavernosa07349"	"MSRE_MOUSE^MSRE_MOUSE^Q:87-196,H:352-456^47.27%ID^E:5e-23^RecName: Full=Macrophage scavenger receptor types I and II;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`SCAR5_DANRE^SCAR5_DANRE^Q:92-196,H:398-497^47.62%ID^E:7e-23^RecName: Full=Scavenger receptor class A member 5 {ECO:0000255|HAMAP-Rule:MF_03070};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`LOXL2_CHICK^LOXL2_CHICK^Q:75-199,H:31-160^41.48%ID^E:1e-22^RecName: Full=Lysyl oxidase homolog 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus`LOXL2_CHICK^LOXL2_CHICK^Q:92-198,H:325-425^33.64%ID^E:2e-09^RecName: Full=Lysyl oxidase homolog 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus"	"."	"Mcavernosa07349"	"1-1312[+]"	"MSRE_MOUSE^MSRE_MOUSE^Q:87-196,H:352-456^47.27%ID^E:5e-23^RecName: Full=Macrophage scavenger receptor types I and II;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`SCAR5_DANRE^SCAR5_DANRE^Q:92-196,H:398-497^47.62%ID^E:7e-23^RecName: Full=Scavenger receptor class A member 5 {ECO:0000255|HAMAP-Rule:MF_03070};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`LOXL2_CHICK^LOXL2_CHICK^Q:75-199,H:31-160^41.48%ID^E:1e-22^RecName: Full=Lysyl oxidase homolog 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus`LOXL2_CHICK^LOXL2_CHICK^Q:92-198,H:325-425^33.64%ID^E:2e-09^RecName: Full=Lysyl oxidase homolog 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus"	"PF00530.17^SRCR^Scavenger receptor cysteine-rich domain^96-197^E:5.9e-28"	"."	"."	"ENOG410YQBT^Macrophage scavenger receptor 1"	"KEGG:mmu:20288`KO:K06558"	"GO:0005581^cellular_component^collagen trimer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005829^cellular_component^cytosol`GO:0016021^cellular_component^integral component of membrane`GO:0034362^cellular_component^low-density lipoprotein particle`GO:0005886^cellular_component^plasma membrane`GO:0001540^molecular_function^amyloid-beta binding`GO:0030169^molecular_function^low-density lipoprotein particle binding`GO:0005044^molecular_function^scavenger receptor activity`GO:0097242^biological_process^amyloid-beta clearance`GO:0030301^biological_process^cholesterol transport`GO:0042953^biological_process^lipoprotein transport`GO:0010629^biological_process^negative regulation of gene expression`GO:0006911^biological_process^phagocytosis, engulfment`GO:0034381^biological_process^plasma lipoprotein particle clearance`GO:0010886^biological_process^positive regulation of cholesterol storage`GO:0010744^biological_process^positive regulation of macrophage derived foam cell differentiation"	"GO:0005044^molecular_function^scavenger receptor activity`GO:0016020^cellular_component^membrane"	"."	"."	"Sc0000036"	737637	777071
